"filename", "language", "HTML", "Markdown", "JSON", "JavaScript", "XML", "SCSS", "CSS", "WebAssembly Binary", "WebAssembly Text", "C", "JSON with Comments", "comment", "blank", "total"
"/home/moritz/Web-Projekte/Web-Engineering/package-lock.json", "JSON", 0, 0, 31629, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 31630
"/home/moritz/Web-Projekte/Web-Engineering/package.json", "JSON", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 39
"/home/moritz/Web-Projekte/Web-Engineering/pwa.js", "JavaScript", 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 5, 47
"/home/moritz/Web-Projekte/Web-Engineering/stories/EmbedBrowser.mjs", "JavaScript", 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 4, 31
"/home/moritz/Web-Projekte/Web-Engineering/stories/EmbedBrowser.stories.js", "JavaScript", 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 6, 30
"/home/moritz/Web-Projekte/Web-Engineering/stories/FileView.mjs", "JavaScript", 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 1, 10, 82
"/home/moritz/Web-Projekte/Web-Engineering/stories/FileView.stories.js", "JavaScript", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 7, 23
"/home/moritz/Web-Projekte/Web-Engineering/stories/JsConsole.mjs", "JavaScript", 0, 0, 0, 113, 0, 0, 0, 0, 0, 0, 0, 3, 27, 143
"/home/moritz/Web-Projekte/Web-Engineering/stories/JsConsole.stories.js", "JavaScript", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"/home/moritz/Web-Projekte/Web-Engineering/stories/Reference.mjs", "JavaScript", 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 6, 32
"/home/moritz/Web-Projekte/Web-Engineering/stories/Reference.stories.js", "JavaScript", 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 4, 30
"/home/moritz/Web-Projekte/Web-Engineering/stories/TabView.stories.js", "JavaScript", 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 5, 50
"/home/moritz/Web-Projekte/Web-Engineering/stories/TaskCard.stories.js", "JavaScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 5, 23
"/home/moritz/Web-Projekte/Web-Engineering/stories/Tipping.stories.js", "JavaScript", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"/home/moritz/Web-Projekte/Web-Engineering/stories/assets/code-brackets.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/moritz/Web-Projekte/Web-Engineering/stories/assets/colors.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/moritz/Web-Projekte/Web-Engineering/stories/assets/comments.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/moritz/Web-Projekte/Web-Engineering/stories/assets/direction.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/moritz/Web-Projekte/Web-Engineering/stories/assets/flow.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/moritz/Web-Projekte/Web-Engineering/stories/assets/plugin.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/moritz/Web-Projekte/Web-Engineering/stories/assets/repo.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/moritz/Web-Projekte/Web-Engineering/stories/assets/stackalt.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/moritz/Web-Projekte/Web-Engineering/stories/tab-element.mjs", "JavaScript", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 4, 21
"/home/moritz/Web-Projekte/Web-Engineering/stories/tab-view.mjs", "JavaScript", 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 1, 24, 107
"/home/moritz/Web-Projekte/Web-Engineering/stories/task-card.mjs", "JavaScript", 0, 0, 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 14, 109
"/home/moritz/Web-Projekte/Web-Engineering/stories/typing-field.js", "JavaScript", 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 7, 39
"/home/moritz/Web-Projekte/Web-Engineering/storybook-static/0.799c368cbe88266827ba.manager.bundle.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/moritz/Web-Projekte/Web-Engineering/storybook-static/0.b726dc62.iframe.bundle.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3
"/home/moritz/Web-Projekte/Web-Engineering/storybook-static/1.9ebd2fb519f6726108de.manager.bundle.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/moritz/Web-Projekte/Web-Engineering/storybook-static/1.eefdcd05.iframe.bundle.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3
"/home/moritz/Web-Projekte/Web-Engineering/storybook-static/10.a85ea1a67689be8e19ff.manager.bundle.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/moritz/Web-Projekte/Web-Engineering/storybook-static/11.f4e922583ae35da460f3.manager.bundle.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2
"/home/moritz/Web-Projekte/Web-Engineering/storybook-static/12.1415460941f0bdcb8fa8.manager.bundle.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/moritz/Web-Projekte/Web-Engineering/storybook-static/2.75691da5.iframe.bundle.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/moritz/Web-Projekte/Web-Engineering/storybook-static/3.08d15cf4.iframe.bundle.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/moritz/Web-Projekte/Web-Engineering/storybook-static/5.f459d151315e6780c20f.manager.bundle.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2
"/home/moritz/Web-Projekte/Web-Engineering/storybook-static/6.3bd64d820f3745f262ff.manager.bundle.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/moritz/Web-Projekte/Web-Engineering/storybook-static/7.3d04765dbf3f1dcd706c.manager.bundle.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/moritz/Web-Projekte/Web-Engineering/storybook-static/7.fa21ae28.iframe.bundle.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/moritz/Web-Projekte/Web-Engineering/storybook-static/8.9b339902.iframe.bundle.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3
"/home/moritz/Web-Projekte/Web-Engineering/storybook-static/8.b541eadfcb9164835dfc.manager.bundle.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/moritz/Web-Projekte/Web-Engineering/storybook-static/9.411ac8e451bbb10926c7.manager.bundle.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/moritz/Web-Projekte/Web-Engineering/storybook-static/9.f9389e45.iframe.bundle.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/moritz/Web-Projekte/Web-Engineering/storybook-static/iframe.html", "HTML", 309, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 348
"/home/moritz/Web-Projekte/Web-Engineering/storybook-static/index.html", "HTML", 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 51
"/home/moritz/Web-Projekte/Web-Engineering/storybook-static/main.7b75eaaf.iframe.bundle.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/moritz/Web-Projekte/Web-Engineering/storybook-static/main.e2663b1cf842947d1a59.manager.bundle.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/moritz/Web-Projekte/Web-Engineering/storybook-static/runtime~main.91a0c7330ab317d35c4a.manager.bundle.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/moritz/Web-Projekte/Web-Engineering/storybook-static/runtime~main.94b2d1e7.iframe.bundle.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/moritz/Web-Projekte/Web-Engineering/storybook-static/static/media/code-brackets.2e1112d7.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/moritz/Web-Projekte/Web-Engineering/storybook-static/static/media/colors.a4bd0486.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/moritz/Web-Projekte/Web-Engineering/storybook-static/static/media/comments.a3859089.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/moritz/Web-Projekte/Web-Engineering/storybook-static/static/media/direction.b770f9af.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/moritz/Web-Projekte/Web-Engineering/storybook-static/static/media/flow.edad2ac1.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/moritz/Web-Projekte/Web-Engineering/storybook-static/static/media/plugin.d494b228.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/moritz/Web-Projekte/Web-Engineering/storybook-static/static/media/repo.6d496322.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/moritz/Web-Projekte/Web-Engineering/storybook-static/static/media/stackalt.dba9fbb3.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/moritz/Web-Projekte/Web-Engineering/storybook-static/vendors~main.1677fd76.iframe.bundle.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3
"/home/moritz/Web-Projekte/Web-Engineering/storybook-static/vendors~main.f7f16cebbf3aa96a4f89.manager.bundle.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2
"/home/moritz/Web-Projekte/Web-Engineering/tasks/index.html", "HTML", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 34
"/home/moritz/Web-Projekte/Web-Engineering/tasks/u1/Abschnitt1.html", "HTML", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 36
"/home/moritz/Web-Projekte/Web-Engineering/tasks/u1/a4.html", "HTML", 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 123
"/home/moritz/Web-Projekte/Web-Engineering/tasks/u1/a5.html", "HTML", 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 114
"/home/moritz/Web-Projekte/Web-Engineering/tasks/u1/index.html", "HTML", 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 125
"/home/moritz/Web-Projekte/Web-Engineering/tasks/u10/a1/index.html", "HTML", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 24
"/home/moritz/Web-Projekte/Web-Engineering/tasks/u10/a1/inputValidator.mjs", "JavaScript", 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 1, 37
"/home/moritz/Web-Projekte/Web-Engineering/tasks/u10/a2/index.html", "HTML", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 31
"/home/moritz/Web-Projekte/Web-Engineering/tasks/u10/a2/menuComponent.mjs", "JavaScript", 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21
"/home/moritz/Web-Projekte/Web-Engineering/tasks/u10/a3/content.json", "JSON", 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45
"/home/moritz/Web-Projekte/Web-Engineering/tasks/u10/index.html", "HTML", 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 60
"/home/moritz/Web-Projekte/Web-Engineering/tasks/u11/a1.html", "HTML", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17
"/home/moritz/Web-Projekte/Web-Engineering/tasks/u11/a1_1.wasm", "WebAssembly Binary", 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2
"/home/moritz/Web-Projekte/Web-Engineering/tasks/u11/a1_1.wat", "WebAssembly Text", 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 34
"/home/moritz/Web-Projekte/Web-Engineering/tasks/u11/a1_2.js", "JavaScript", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17
"/home/moritz/Web-Projekte/Web-Engineering/tasks/u11/a2.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 2, 10
"/home/moritz/Web-Projekte/Web-Engineering/tasks/u11/a2.html", "HTML", 135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 150
"/home/moritz/Web-Projekte/Web-Engineering/tasks/u11/a2.js", "JavaScript", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"/home/moritz/Web-Projekte/Web-Engineering/tasks/u11/a2.wasm", "WebAssembly Binary", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 7
"/home/moritz/Web-Projekte/Web-Engineering/tasks/u11/a2.wat", "WebAssembly Text", 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 1, 49
"/home/moritz/Web-Projekte/Web-Engineering/tasks/u11/index.html", "HTML", 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 129
"/home/moritz/Web-Projekte/Web-Engineering/tasks/u12/a1.js", "JavaScript", 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 4, 4, 44
"/home/moritz/Web-Projekte/Web-Engineering/tasks/u12/index.html", "HTML", 267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 315
"/home/moritz/Web-Projekte/Web-Engineering/tasks/u12/test.js", "JavaScript", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/home/moritz/Web-Projekte/Web-Engineering/tasks/u12/xsrf/a3.html", "HTML", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
"/home/moritz/Web-Projekte/Web-Engineering/tasks/u12/xsrf/a4.html", "HTML", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 20
"/home/moritz/Web-Projekte/Web-Engineering/tasks/u12/xsrf/a7.html", "HTML", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 29
"/home/moritz/Web-Projekte/Web-Engineering/tasks/u2/a1.html", "HTML", 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 77
"/home/moritz/Web-Projekte/Web-Engineering/tasks/u2/a2.html", "HTML", 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 94
"/home/moritz/Web-Projekte/Web-Engineering/tasks/u2/a3_1.html", "HTML", 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 133
"/home/moritz/Web-Projekte/Web-Engineering/tasks/u2/a3_2.html", "HTML", 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 144
"/home/moritz/Web-Projekte/Web-Engineering/tasks/u2/a4.html", "HTML", 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 104
"/home/moritz/Web-Projekte/Web-Engineering/tasks/u2/index.html", "HTML", 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 120
"/home/moritz/Web-Projekte/Web-Engineering/tasks/u3/Aufgabe3.html", "HTML", 185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 199
